Px Code,Procedure Description,Unit Price
27800001,HC SUPPLY RC 278,"3,357.78"
27800001,HC SUPPLY RC 278,"2,854.11"
27800001,HC SUPPLY RC 278,"2,495.99"
27800001,HC SUPPLY RC 278,"3,491.58"
27800001,HC SUPPLY RC 278,"2,854.11"
27800001,HC SUPPLY RC 278,"2,495.99"
27800001,HC SUPPLY RC 278,"3,006.36"
27800001,HC SUPPLY RC 278,"2,652.30"
27800001,HC SUPPLY RC 278,"3,340.88"
27800001,HC SUPPLY RC 278,"2,495.99"
27800001,HC SUPPLY RC 278,"2,840.36"
27800001,HC SUPPLY RC 278,"2,495.99"
27800001,HC SUPPLY RC 278,"120,312.81"
27800001,HC SUPPLY RC 278,"13,786.38"
27800001,HC SUPPLY RC 278,"15,872.10"
27800001,HC SUPPLY RC 278,"26,718.99"
27800001,HC SUPPLY RC 278,"61,351.11"
27800001,HC SUPPLY RC 278,"56,629.59"
27800001,HC SUPPLY RC 278,"78,747.39"
27800001,HC SUPPLY RC 278,"70,782.69"
27800001,HC SUPPLY RC 278,"74,444.16"
27800001,HC SUPPLY RC 278,"7,115.69"
27800001,HC SUPPLY RC 278,663.09
27800001,HC SUPPLY RC 278,676.81
27800001,HC SUPPLY RC 278,"1,842.60"
27800001,HC SUPPLY RC 278,"2,181.41"
27800001,HC SUPPLY RC 278,"1,825.01"
27800001,HC SUPPLY RC 278,"2,634.42"
27800001,HC SUPPLY RC 278,"1,105.55"
27800001,HC SUPPLY RC 278,"1,861.68"
27800001,HC SUPPLY RC 278,"1,861.68"
27800001,HC SUPPLY RC 278,"23,974.32"
27800001,HC SUPPLY RC 278,"23,974.32"
27800001,HC SUPPLY RC 278,"23,974.32"
27800001,HC SUPPLY RC 278,972.67
27800001,HC SUPPLY RC 278,972.75
27800001,HC SUPPLY RC 278,45.7
27800001,HC SUPPLY RC 278,45.35
27800001,HC SUPPLY RC 278,945.56
27800001,HC SUPPLY RC 278,945.56
27800001,HC SUPPLY RC 278,"1,138.95"
27800001,HC SUPPLY RC 278,"1,138.95"
27800001,HC SUPPLY RC 278,"1,138.95"
27800001,HC SUPPLY RC 278,"1,417.32"
27800001,HC SUPPLY RC 278,"1,026.24"
27800001,HC SUPPLY RC 278,"1,813.66"
27800001,HC SUPPLY RC 278,"1,868.09"
27800001,HC SUPPLY RC 278,"1,813.66"
27800001,HC SUPPLY RC 278,151.33
27800001,HC SUPPLY RC 278,152.08
27800001,HC SUPPLY RC 278,152.08
27800001,HC SUPPLY RC 278,"4,484.30"
27800001,HC SUPPLY RC 278,988.79
27800001,HC SUPPLY RC 278,"1,178.94"
27800001,HC SUPPLY RC 278,362.11
27800001,HC SUPPLY RC 278,"1,600.22"
27800001,HC SUPPLY RC 278,"1,601.94"
27800001,HC SUPPLY RC 278,"1,600.27"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,203.93"
27800001,HC SUPPLY RC 278,"8,703.53"
27800001,HC SUPPLY RC 278,"8,810.73"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"9,000.68"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,703.53"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,490.37"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,626.52"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,637.63"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,925.85"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,964.59"
27800001,HC SUPPLY RC 278,"8,450.03"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.36"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,703.53"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,216.25"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,203.93"
27800001,HC SUPPLY RC 278,"8,203.93"
27800001,HC SUPPLY RC 278,"8,958.17"
27800001,HC SUPPLY RC 278,"8,620.79"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,964.01"
27800001,HC SUPPLY RC 278,"8,240.89"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,960.98"
27800001,HC SUPPLY RC 278,"8,222.44"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,623.02"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,813.60"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,739.05"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,400.98"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,784.95"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,823.17"
27800001,HC SUPPLY RC 278,"7,846.38"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,689.20"
27800001,HC SUPPLY RC 278,"7,400.98"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,400.98"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,228.40"
27800001,HC SUPPLY RC 278,"7,217.62"
27800001,HC SUPPLY RC 278,"7,185.42"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,737.39"
27800001,HC SUPPLY RC 278,"7,851.48"
27800001,HC SUPPLY RC 278,"7,851.76"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,623.02"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,775.50"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,185.42"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,550.76"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,775.50"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,887.69"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,837.90"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,809.25"
27800001,HC SUPPLY RC 278,"7,400.98"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,404.25"
27800001,HC SUPPLY RC 278,"7,680.32"
27800001,HC SUPPLY RC 278,"7,623.02"
27800001,HC SUPPLY RC 278,792.78
27800001,HC SUPPLY RC 278,457
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,623.02"
27800001,HC SUPPLY RC 278,"7,623.02"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,685.13"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,400.98"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,185.42"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,400.98"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,249.83"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,623.02"
27800001,HC SUPPLY RC 278,"7,623.02"
27800001,HC SUPPLY RC 278,"7,851.70"
27800001,HC SUPPLY RC 278,"7,185.42"
27800001,HC SUPPLY RC 278,"7,623.02"
27800001,HC SUPPLY RC 278,"7,266.21"
27800001,HC SUPPLY RC 278,"4,734.13"
27800001,HC SUPPLY RC 278,"4,742.21"
27800001,HC SUPPLY RC 278,"5,053.86"
27800001,HC SUPPLY RC 278,"4,440.75"
27800001,HC SUPPLY RC 278,"5,053.86"
27800001,HC SUPPLY RC 278,"4,440.75"
27800001,HC SUPPLY RC 278,200.49
27800001,HC SUPPLY RC 278,"5,412.90"
27800001,HC SUPPLY RC 278,"14,325.00"
27800001,HC SUPPLY RC 278,"14,325.00"
27800001,HC SUPPLY RC 278,"14,325.00"
27800001,HC SUPPLY RC 278,545.36
27800001,HC SUPPLY RC 278,"5,342.82"
27800001,HC SUPPLY RC 278,"5,503.09"
27800001,HC SUPPLY RC 278,"5,575.29"
27800001,HC SUPPLY RC 278,"8,572.08"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,450.03"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,203.93"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,450.03"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,203.93"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,203.93"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,450.03"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,703.53"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,203.93"
27800001,HC SUPPLY RC 278,"8,572.08"
27800001,HC SUPPLY RC 278,"8,572.08"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,572.08"
27800001,HC SUPPLY RC 278,"8,703.53"
27800001,HC SUPPLY RC 278,"8,786.38"
27800001,HC SUPPLY RC 278,"9,000.68"
27800001,HC SUPPLY RC 278,"8,572.08"
27800001,HC SUPPLY RC 278,"8,572.08"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,572.08"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,703.53"
27800001,HC SUPPLY RC 278,"8,572.08"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,572.08"
27800001,HC SUPPLY RC 278,"8,572.08"
27800001,HC SUPPLY RC 278,"1,885.17"
27800001,HC SUPPLY RC 278,"1,919.55"
27800001,HC SUPPLY RC 278,"1,885.17"
27800001,HC SUPPLY RC 278,"1,885.17"
27800001,HC SUPPLY RC 278,"8,768.39"
27800001,HC SUPPLY RC 278,"8,572.08"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,203.93"
27800001,HC SUPPLY RC 278,"8,702.95"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,964.64"
27800001,HC SUPPLY RC 278,"8,203.93"
27800001,HC SUPPLY RC 278,"8,388.03"
27800001,HC SUPPLY RC 278,"8,203.93"
27800001,HC SUPPLY RC 278,"8,852.11"
27800001,HC SUPPLY RC 278,"8,703.53"
27800001,HC SUPPLY RC 278,"3,064.29"
27800001,HC SUPPLY RC 278,"2,972.55"
27800001,HC SUPPLY RC 278,"3,015.58"
27800001,HC SUPPLY RC 278,"2,972.55"
27800001,HC SUPPLY RC 278,"2,955.76"
27800001,HC SUPPLY RC 278,"2,972.55"
27800001,HC SUPPLY RC 278,"3,027.62"
27800001,HC SUPPLY RC 278,"2,972.55"
27800001,HC SUPPLY RC 278,"2,963.90"
27800001,HC SUPPLY RC 278,"2,972.55"
27800001,HC SUPPLY RC 278,"2,972.72"
27800001,HC SUPPLY RC 278,"2,972.55"
27800001,HC SUPPLY RC 278,"2,965.56"
27800001,HC SUPPLY RC 278,"2,972.55"
27800001,HC SUPPLY RC 278,"2,950.95"
27800001,HC SUPPLY RC 278,"2,972.55"
27800001,HC SUPPLY RC 278,"2,901.44"
27800001,HC SUPPLY RC 278,"2,972.55"
27800001,HC SUPPLY RC 278,"1,885.17"
27800001,HC SUPPLY RC 278,"3,566.93"
27800001,HC SUPPLY RC 278,"29,796.00"
27800001,HC SUPPLY RC 278,"29,796.00"
27800001,HC SUPPLY RC 278,"7,275.27"
27800001,HC SUPPLY RC 278,12.58
27800001,HC SUPPLY RC 278,"14,978.68"
27800001,HC SUPPLY RC 278,"13,179.00"
27800001,HC SUPPLY RC 278,"6,490.20"
27800001,HC SUPPLY RC 278,"6,479.60"
27800001,HC SUPPLY RC 278,"1,289.25"
27800001,HC SUPPLY RC 278,"1,403.85"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"4,240.20"
27800001,HC SUPPLY RC 278,"5,443.50"
27800001,HC SUPPLY RC 278,"4,899.15"
27800001,HC SUPPLY RC 278,"14,668.80"
27800001,HC SUPPLY RC 278,657.64
27800001,HC SUPPLY RC 278,"1,074.68"
27800001,HC SUPPLY RC 278,888.15
27800001,HC SUPPLY RC 278,"1,088.70"
27800001,HC SUPPLY RC 278,"1,146.00"
27800001,HC SUPPLY RC 278,"1,094.43"
27800001,HC SUPPLY RC 278,"1,094.43"
27800001,HC SUPPLY RC 278,"37,216.35"
27800001,HC SUPPLY RC 278,"37,216.35"
27800001,HC SUPPLY RC 278,"37,216.35"
27800001,HC SUPPLY RC 278,"37,216.35"
27800001,HC SUPPLY RC 278,"37,216.35"
27800001,HC SUPPLY RC 278,"8,631.56"
27800001,HC SUPPLY RC 278,"3,234.01"
27800001,HC SUPPLY RC 278,"4,764.04"
27800001,HC SUPPLY RC 278,"4,782.83"
27800001,HC SUPPLY RC 278,"8,592.25"
27800001,HC SUPPLY RC 278,"8,586.69"
27800001,HC SUPPLY RC 278,"5,248.68"
27800001,HC SUPPLY RC 278,"12,395.42"
27800001,HC SUPPLY RC 278,"11,060.91"
27800001,HC SUPPLY RC 278,"10,422.87"
27800001,HC SUPPLY RC 278,"5,248.68"
27800001,HC SUPPLY RC 278,"23,271.25"
27800001,HC SUPPLY RC 278,"54,742.01"
27800001,HC SUPPLY RC 278,"55,143.80"
27800001,HC SUPPLY RC 278,"25,794.17"
27800001,HC SUPPLY RC 278,"35,218.59"
27800001,HC SUPPLY RC 278,"3,068.42"
27800001,HC SUPPLY RC 278,"2,065.67"
27800001,HC SUPPLY RC 278,"1,466.14"
27800001,HC SUPPLY RC 278,"2,208.92"
27800001,HC SUPPLY RC 278,"2,228.17"
27800001,HC SUPPLY RC 278,"2,335.26"
27800001,HC SUPPLY RC 278,"2,293.03"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"7,403.16"
27800001,HC SUPPLY RC 278,"1,146.00"
27800001,HC SUPPLY RC 278,"1,146.00"
27800001,HC SUPPLY RC 278,"1,146.00"
27800001,HC SUPPLY RC 278,850.12
27800001,HC SUPPLY RC 278,"1,146.00"
27800001,HC SUPPLY RC 278,"1,146.00"
27800001,HC SUPPLY RC 278,"1,146.00"
27800001,HC SUPPLY RC 278,"1,146.00"
27800001,HC SUPPLY RC 278,"1,146.00"
27800001,HC SUPPLY RC 278,"1,833.60"
27800001,HC SUPPLY RC 278,"1,100.16"
27800001,HC SUPPLY RC 278,"1,833.60"
27800001,HC SUPPLY RC 278,"1,833.60"
27800001,HC SUPPLY RC 278,"1,833.60"
27800001,HC SUPPLY RC 278,"1,833.60"
27800001,HC SUPPLY RC 278,"1,833.60"
27800001,HC SUPPLY RC 278,"1,833.60"
27800001,HC SUPPLY RC 278,"1,833.60"
27800001,HC SUPPLY RC 278,"1,833.60"
27800001,HC SUPPLY RC 278,"1,994.04"
27800001,HC SUPPLY RC 278,"1,994.04"
27800001,HC SUPPLY RC 278,"4,555.35"
27800001,HC SUPPLY RC 278,"8,595.00"
27800001,HC SUPPLY RC 278,"4,555.35"
27800001,HC SUPPLY RC 278,"8,595.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"12,033.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"12,033.00"
27800001,HC SUPPLY RC 278,"12,033.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"17,190.00"
27800001,HC SUPPLY RC 278,"12,033.00"
27800001,HC SUPPLY RC 278,"8,658.03"
27800001,HC SUPPLY RC 278,"8,658.03"
27800001,HC SUPPLY RC 278,"8,658.03"
27800001,HC SUPPLY RC 278,"8,658.03"
27800001,HC SUPPLY RC 278,"8,658.03"
27800001,HC SUPPLY RC 278,"8,658.03"
27800001,HC SUPPLY RC 278,"8,658.03"
27800001,HC SUPPLY RC 278,"7,804.83"
27800001,HC SUPPLY RC 278,"25,785.00"
27800001,HC SUPPLY RC 278,"24,541.59"
27800001,HC SUPPLY RC 278,"25,785.00"
27800001,HC SUPPLY RC 278,"25,785.00"
27800001,HC SUPPLY RC 278,"25,785.00"
27800001,HC SUPPLY RC 278,"50,595.90"
27800001,HC SUPPLY RC 278,"50,595.90"
27800001,HC SUPPLY RC 278,"50,595.90"
27800001,HC SUPPLY RC 278,"50,595.90"
27800001,HC SUPPLY RC 278,"50,595.90"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"39,422.40"
27800001,HC SUPPLY RC 278,"54,549.60"
27800001,HC SUPPLY RC 278,"54,549.60"
27800001,HC SUPPLY RC 278,"54,549.60"
27800001,HC SUPPLY RC 278,"54,549.60"
27800001,HC SUPPLY RC 278,"54,549.60"
27800001,HC SUPPLY RC 278,729.82
27800001,HC SUPPLY RC 278,"29,108.40"
27800001,HC SUPPLY RC 278,"29,108.40"
27800001,HC SUPPLY RC 278,"29,108.40"
27800001,HC SUPPLY RC 278,"29,108.40"
27800001,HC SUPPLY RC 278,"29,108.40"
27800001,HC SUPPLY RC 278,"29,108.40"
27800001,HC SUPPLY RC 278,"29,108.40"
27800001,HC SUPPLY RC 278,"29,108.40"
27800001,HC SUPPLY RC 278,"29,108.40"
27800001,HC SUPPLY RC 278,"29,108.40"
27800001,HC SUPPLY RC 278,"29,108.40"
27800001,HC SUPPLY RC 278,"11,620.44"
27800001,HC SUPPLY RC 278,"11,620.44"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"41,198.70"
27800001,HC SUPPLY RC 278,"8,728.28"
27800001,HC SUPPLY RC 278,"8,728.28"
27800001,HC SUPPLY RC 278,"8,432.96"
27800001,HC SUPPLY RC 278,"8,946.54"
27800001,HC SUPPLY RC 278,"8,946.54"
27800001,HC SUPPLY RC 278,"8,432.96"
27800001,HC SUPPLY RC 278,"9,047.61"
27800001,HC SUPPLY RC 278,"9,047.61"
27800001,HC SUPPLY RC 278,"8,585.43"
27800001,HC SUPPLY RC 278,"8,623.54"
27800001,HC SUPPLY RC 278,"8,619.30"
27800001,HC SUPPLY RC 278,"8,469.80"
27800001,HC SUPPLY RC 278,"9,255.10"
27800001,HC SUPPLY RC 278,"29,796.00"
27800001,HC SUPPLY RC 278,664.14
27800001,HC SUPPLY RC 278,"1,069.07"
27800001,HC SUPPLY RC 278,644.81
27800001,HC SUPPLY RC 278,664.14
27800001,HC SUPPLY RC 278,"1,069.07"
27800001,HC SUPPLY RC 278,664.14
27800001,HC SUPPLY RC 278,848.36
27800001,HC SUPPLY RC 278,"3,002.86"
27800001,HC SUPPLY RC 278,"3,002.86"
27800001,HC SUPPLY RC 278,"3,222.44"
27800001,HC SUPPLY RC 278,"3,821.91"
27800001,HC SUPPLY RC 278,"3,319.10"
27800001,HC SUPPLY RC 278,"4,402.93"
27800001,HC SUPPLY RC 278,"5,260.14"
27800001,HC SUPPLY RC 278,"4,349.07"
27800001,HC SUPPLY RC 278,"4,349.07"
27800001,HC SUPPLY RC 278,"2,058.10"
27800001,HC SUPPLY RC 278,"2,062.80"
27800001,HC SUPPLY RC 278,"1,025.67"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"6,325.92"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"6,325.92"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"2,491.23"
27800001,HC SUPPLY RC 278,"2,006.13"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"13,981.20"
27800001,HC SUPPLY RC 278,"1,140.27"
27800001,HC SUPPLY RC 278,"14,325.00"
27800001,HC SUPPLY RC 278,"2,939.72"
27800001,HC SUPPLY RC 278,"2,854.11"
